date,state,new_deaths_pneumonia_2019,new_deaths_pneumonia_2020,new_deaths_respiratory_failure_2019,new_deaths_respiratory_failure_2020,new_deaths_covid19,epidemiological_week_2019,epidemiological_week_2020,deaths_covid19,deaths_respiratory_failure_2019,deaths_respiratory_failure_2020,deaths_pneumonia_2019,deaths_pneumonia_2020
2020-02-28,ES,8,8,4,1,0,9,9,0,402,384,697,685
2020-02-28,GO,20,17,6,10,0,9,9,0,743,788,937,930
2020-02-28,MA,7,6,2,6,0,9,9,0,329,314,318,261
2020-02-28,MG,43,41,35,42,0,9,9,0,2548,2575,3030,3040
2020-02-28,MS,11,6,6,7,0,9,9,0,331,350,497,462
2020-02-28,MT,2,4,2,2,0,9,9,0,122,86,111,124
2020-02-28,PA,7,3,6,5,0,9,9,0,282,349,322,294
2020-02-28,PB,8,11,23,8,0,9,9,0,609,569,638,650
2020-02-28,PE,21,23,19,17,0,9,9,0,1134,1182,1167,1227
2020-02-28,PI,4,3,7,3,0,9,9,0,473,347,341,279
2020-02-28,PR,23,26,18,14,0,9,9,0,1095,1051,1607,1635
2020-02-28,RJ,61,48,40,34,0,9,9,0,2087,2080,3319,3425
2020-02-28,RN,14,12,4,3,0,9,9,0,269,263,464,413
2020-02-28,RO,2,3,0,2,0,9,9,0,128,129,149,145
2020-02-28,RR,1,0,0,0,0,9,9,0,17,39,53,59
2020-02-28,RS,35,26,29,32,0,9,9,0,1622,1660,1949,1943
2020-02-28,SC,14,14,9,15,0,9,9,0,808,733,939,923
2020-02-28,SE,3,6,4,4,0,9,9,0,248,239,255,269
2020-02-28,SP,157,183,117,112,0,9,9,0,6880,6594,10582,10170
2020-02-28,TO,1,3,2,3,0,9,9,0,74,126,79,140
2020-02-29,AC,0,0,0,1,0,9,9,0,62,59,124,127
2020-02-29,AL,0,8,0,6,0,9,9,0,322,342,336,327
2020-02-29,AM,0,5,0,1,0,9,9,0,111,140,205,253
2020-02-29,AP,0,0,0,6,0,9,9,0,37,56,66,47
2020-02-29,BA,0,18,0,21,0,9,9,0,1371,1222,947,836
2020-02-29,CE,0,26,0,21,0,9,9,0,740,754,1027,1033
2020-02-29,DF,0,5,0,2,0,9,9,0,251,284,468,516
2020-02-29,ES,0,16,0,6,0,9,9,0,402,390,697,701
2020-02-29,GO,0,13,0,8,0,9,9,0,743,796,937,943
2020-02-29,MA,0,5,0,4,0,9,9,0,329,318,318,266
2020-02-29,MG,0,46,0,43,0,9,9,0,2548,2618,3030,3086
2020-02-29,MS,0,10,0,4,0,9,9,0,331,354,497,472
2020-02-29,MT,0,4,0,1,0,9,9,0,122,87,111,128
2020-02-29,PA,0,6,0,7,0,9,9,0,282,356,322,300
2020-02-29,PB,0,18,0,11,0,9,9,0,609,580,638,668
2020-02-29,PE,0,24,0,20,0,9,9,0,1134,1202,1167,1251
2020-02-29,PI,0,5,0,8,0,9,9,0,473,355,341,284
2020-02-29,PR,0,34,0,15,0,9,9,0,1095,1066,1607,1669
2020-02-29,RJ,0,49,0,36,0,9,9,0,2087,2116,3319,3474
2020-02-29,RN,0,15,0,10,0,9,9,0,269,273,464,428
2020-02-29,RO,0,6,0,4,0,9,9,0,128,133,149,151
2020-02-29,RR,0,0,0,0,0,9,9,0,17,39,53,59
2020-02-29,RS,0,24,0,34,0,9,9,0,1622,1694,1949,1967
2020-02-29,SC,0,17,0,13,0,9,9,0,808,746,939,940
2020-02-29,SE,0,6,0,3,0,9,9,0,248,242,255,275
2020-02-29,SP,0,195,0,138,0,9,9,0,6880,6732,10582,10365
2020-02-29,TO,0,4,0,1,0,9,9,0,74,127,79,144
2020-03-01,AC,1,4,1,0,0,9,10,0,63,59,125,131
2020-03-01,AL,9,3,6,6,0,9,10,0,328,348,345,330
2020-03-01,AM,1,5,1,1,0,9,10,0,112,141,206,258
2020-03-01,AP,0,1,3,0,0,9,10,0,40,56,66,48
2020-03-01,BA,11,20,22,23,0,9,10,0,1393,1245,958,856
2020-03-01,CE,23,25,10,17,0,9,10,0,750,771,1050,1058
2020-03-01,DF,7,9,4,5,0,9,10,0,255,289,475,525
2020-03-01,ES,20,13,11,14,0,9,10,0,413,404,717,714
2020-03-01,GO,12,21,12,12,0,9,10,0,755,808,949,964
2020-03-01,MA,7,4,6,3,0,9,10,0,335,321,325,270
2020-03-01,MG,52,46,48,32,0,9,10,0,2596,2650,3082,3132
2020-03-01,MS,5,7,8,4,0,9,10,0,339,358,502,479
2020-03-01,MT,2,2,1,1,0,9,10,0,123,88,113,130
2020-03-01,PA,3,5,6,9,0,9,10,0,288,365,325,305
2020-03-01,PB,13,12,6,11,0,9,10,0,615,591,651,680
2020-03-01,PE,14,30,10,26,0,9,10,0,1144,1228,1181,1281
2020-03-01,PI,10,4,5,4,0,9,10,0,478,359,351,288
2020-03-01,PR,20,31,19,11,0,9,10,0,1114,1077,1627,1700
2020-03-01,RJ,53,53,38,27,0,9,10,0,2125,2143,3372,3527
2020-03-01,RN,7,4,3,5,0,9,10,0,272,278,471,432
2020-03-01,RO,1,7,5,3,0,9,10,0,133,136,150,158
2020-03-01,RR,0,3,0,1,0,9,10,0,17,40,53,62
2020-03-01,RS,25,36,29,17,0,9,10,0,1651,1711,1974,2003
2020-03-01,SC,18,18,20,9,0,9,10,0,828,755,957,958
2020-03-01,SE,5,3,4,1,0,9,10,0,252,243,260,278
2020-03-01,SP,175,166,120,135,0,9,10,0,7000,6867,10757,10531
2020-03-01,TO,2,2,3,2,0,9,10,0,77,129,81,146
2020-03-02,AC,3,1,1,2,0,9,10,0,64,61,128,132
2020-03-02,AL,12,9,11,7,0,9,10,0,339,355,357,339
2020-03-02,AM,1,3,0,1,0,9,10,0,112,142,207,261
2020-03-02,AP,3,0,2,1,0,9,10,0,42,57,69,48
2020-03-02,BA,14,18,22,20,0,9,10,0,1415,1265,972,874
2020-03-02,CE,28,20,16,17,0,9,10,0,766,788,1078,1078
2020-03-02,DF,11,10,5,7,0,9,10,0,260,296,486,535
2020-03-02,ES,10,12,7,3,0,9,10,0,420,407,727,726
2020-03-02,GO,14,23,13,12,0,9,10,0,768,820,963,987
2020-03-02,MA,6,8,4,13,0,9,10,0,339,334,331,278
2020-03-02,MG,54,55,38,46,0,9,10,0,2634,2696,3136,3187
2020-03-02,MS,3,7,5,9,0,9,10,0,344,367,505,486
2020-03-02,MT,1,2,4,2,0,9,10,0,127,90,114,132
2020-03-02,PA,6,4,7,12,0,9,10,0,295,377,331,309
2020-03-02,PB,15,15,9,13,0,9,10,0,624,604,666,695
2020-03-02,PE,25,26,22,29,0,9,10,0,1166,1257,1206,1307
2020-03-02,PI,5,4,9,5,0,9,10,0,487,364,356,292
2020-03-02,PR,27,25,22,19,0,9,10,0,1136,1096,1654,1725
2020-03-02,RJ,55,65,28,31,0,9,10,0,2153,2174,3427,3592
2020-03-02,RN,8,13,9,5,0,9,10,0,281,283,479,445
2020-03-02,RO,3,3,1,3,0,9,10,0,134,139,153,161
2020-03-02,RR,1,0,1,2,0,9,10,0,18,42,54,62
2020-03-02,RS,25,38,36,25,0,9,10,0,1687,1736,1999,2041
2020-03-02,SC,18,9,14,16,0,9,10,0,842,771,975,967
2020-03-02,SE,4,9,4,4,0,9,10,0,256,247,264,287
2020-03-02,SP,169,179,100,106,0,9,10,0,7100,6973,10926,10710
2020-03-02,TO,2,2,1,0,0,9,10,0,78,129,83,148
2020-03-03,AC,1,1,1,0,0,10,10,0,65,61,129,133
2020-03-03,AL,4,4,6,6,0,10,10,0,345,361,361,343
2020-03-03,AM,1,7,0,2,0,10,10,0,112,144,208,268
2020-03-03,AP,0,0,1,1,0,10,10,0,43,58,69,48
2020-03-03,BA,13,15,18,26,0,10,10,0,1433,1291,985,889
2020-03-03,CE,22,17,12,12,0,10,10,0,778,800,1100,1095
2020-03-03,DF,8,6,7,4,0,10,10,0,267,300,494,541
2020-03-03,ES,7,8,9,6,0,10,10,0,429,413,734,734
2020-03-03,GO,10,21,10,17,0,10,10,0,778,837,973,1008
2020-03-03,MA,4,3,4,4,0,10,10,0,343,338,335,281
2020-03-03,MG,38,31,49,25,0,10,10,0,2683,2721,3174,3218
2020-03-03,MS,8,10,5,9,0,10,10,0,349,376,513,496
2020-03-03,MT,4,2,4,3,0,10,10,0,131,93,118,134
2020-03-03,PA,5,8,6,11,0,10,10,0,301,388,336,317
2020-03-03,PB,15,8,12,7,0,10,10,0,636,611,681,703
2020-03-03,PE,14,20,16,21,0,10,10,0,1182,1278,1220,1327
2020-03-03,PI,6,6,6,11,0,10,10,0,493,375,362,298
2020-03-03,PR,19,34,10,17,0,10,10,0,1146,1113,1673,1759
2020-03-03,RJ,59,62,33,51,0,10,10,0,2186,2225,3486,3654
2020-03-03,RN,11,13,3,7,0,10,10,0,284,290,490,458
2020-03-03,RO,3,5,3,2,0,10,10,0,137,141,156,166
2020-03-03,RR,0,0,1,0,0,10,10,0,19,42,54,62
2020-03-03,RS,32,24,25,23,0,10,10,0,1712,1759,2031,2065
2020-03-03,SC,11,15,22,5,0,10,10,0,864,776,986,982
2020-03-03,SE,6,4,5,4,0,10,10,0,261,251,270,291
2020-03-03,SP,158,171,108,110,0,10,10,0,7208,7083,11084,10881
2020-03-03,TO,2,3,0,0,0,10,10,0,78,129,85,151
2020-03-04,AC,0,0,0,0,0,10,10,0,65,61,129,133
2020-03-04,AL,7,5,7,4,0,10,10,0,352,365,368,348
2020-03-04,AM,0,3,2,1,0,10,10,0,114,145,208,271
2020-03-04,AP,1,2,0,1,0,10,10,0,43,59,70,50
2020-03-04,BA,14,15,21,18,0,10,10,0,1454,1309,999,904
2020-03-04,CE,27,14,16,5,0,10,10,0,794,805,1127,1109
2020-03-04,DF,5,7,5,0,0,10,10,0,272,300,499,548
2020-03-04,ES,12,6,3,3,0,10,10,0,432,416,746,740
2020-03-04,GO,11,21,15,12,0,10,10,0,793,849,984,1029
2020-03-04,MA,3,7,3,5,0,10,10,0,346,343,338,288
2020-03-04,MG,43,47,47,45,0,10,10,0,2730,2766,3217,3265
2020-03-04,MS,6,13,8,5,0,10,10,0,357,381,519,509
2020-03-04,MT,5,3,2,2,0,10,10,0,133,95,123,137
2020-03-04,PA,6,3,7,3,0,10,10,0,308,391,342,320
2020-03-04,PB,17,13,16,9,0,10,10,0,652,620,698,716
2020-03-04,PE,27,25,23,21,0,10,10,0,1205,1299,1247,1352
2020-03-04,PI,4,5,7,5,0,10,10,0,500,380,366,303
2020-03-04,PR,21,27,18,22,0,10,10,0,1164,1135,1694,1786
2020-03-04,RJ,46,65,37,42,0,10,10,0,2223,2267,3532,3719
2020-03-04,RN,10,10,4,3,0,10,10,0,288,293,500,468
2020-03-04,RO,3,4,2,2,0,10,10,0,139,143,159,170
2020-03-04,RR,0,1,2,0,0,10,10,0,21,42,54,63
2020-03-04,RS,35,37,40,23,0,10,10,0,1752,1782,2066,2102
2020-03-04,SC,20,14,12,8,0,10,10,0,876,784,1006,996
2020-03-04,SE,1,8,3,5,0,10,10,0,264,256,271,299
2020-03-04,SP,166,178,109,124,0,10,10,0,7317,7207,11250,11059
2020-03-04,TO,0,3,2,4,0,10,10,0,80,133,85,154
2020-03-05,AC,0,3,0,3,0,10,10,0,65,64,129,136
2020-03-05,AL,4,2,7,5,0,10,10,0,359,370,372,350
2020-03-05,AM,0,4,1,2,0,10,10,0,115,147,208,275
2020-03-05,AP,3,1,0,1,0,10,10,0,43,60,73,51
2020-03-05,BA,9,19,21,19,0,10,10,0,1475,1328,1008,923
2020-03-05,CE,18,10,11,8,0,10,10,0,805,813,1145,1119
2020-03-05,DF,8,7,9,2,0,10,10,0,281,302,507,555
2020-03-05,ES,17,18,7,7,0,10,10,0,439,423,763,758
2020-03-05,GO,16,18,7,15,0,10,10,0,800,864,1000,1047
2020-03-05,MA,6,9,8,6,0,10,10,0,354,349,344,297
2020-03-05,MG,59,65,45,54,0,10,10,0,2775,2820,3276,3330
2020-03-05,MS,7,10,0,5,0,10,10,0,357,386,526,519
2020-03-05,MT,2,0,2,2,0,10,10,0,135,97,125,137
2020-03-05,PA,7,5,4,3,0,10,10,0,312,394,349,325
2020-03-05,PB,17,8,15,12,0,10,10,0,667,632,715,724
2020-03-05,PE,19,18,22,25,0,10,10,0,1227,1324,1266,1370
2020-03-05,PI,5,4,11,5,0,10,10,0,511,385,371,307
2020-03-05,PR,34,33,14,20,0,10,10,0,1178,1155,1728,1819
2020-03-05,RJ,65,64,48,30,0,10,10,0,2271,2297,3597,3783
2020-03-05,RN,8,3,4,6,0,10,10,0,292,299,508,471
2020-03-05,RO,3,4,1,5,0,10,10,0,140,148,162,174
2020-03-05,RR,1,2,1,0,0,10,10,0,22,42,55,65
2020-03-05,RS,34,43,24,34,0,10,10,0,1776,1816,2100,2145
2020-03-05,SC,19,21,16,14,0,10,10,0,892,798,1025,1017
2020-03-05,SE,2,7,1,3,0,10,10,0,265,259,273,306
2020-03-05,SP,158,177,116,113,0,10,10,0,7433,7320,11408,11236
2020-03-05,TO,1,1,0,1,0,10,10,0,80,134,86,155
2020-03-06,AC,2,2,1,2,0,10,10,0,66,66,131,138
2020-03-06,AL,9,6,6,6,0,10,10,0,365,376,381,356
2020-03-06,AM,5,5,1,0,0,10,10,0,116,147,213,280
2020-03-06,AP,1,0,1,0,0,10,10,0,44,60,74,51
2020-03-06,BA,8,14,29,14,0,10,10,0,1504,1342,1016,937
2020-03-06,CE,22,11,11,14,0,10,10,0,816,827,1167,1130
2020-03-06,DF,8,9,4,6,0,10,10,0,285,308,515,564
2020-03-06,ES,18,7,8,7,0,10,10,0,447,430,781,765
2020-03-06,GO,10,8,10,15,0,10,10,0,810,879,1010,1055
2020-03-06,MA,4,12,7,4,0,10,10,0,361,353,348,309
2020-03-06,MG,38,42,32,53,0,10,10,0,2807,2873,3314,3372
2020-03-06,MS,6,8,5,8,0,10,10,0,362,394,532,527
2020-03-06,MT,1,4,0,3,0,10,10,0,135,100,126,141
2020-03-06,PA,6,6,6,5,0,10,10,0,318,399,355,331
2020-03-06,PB,12,10,11,5,0,10,10,0,678,637,727,734
2020-03-06,PE,14,17,15,22,0,10,10,0,1242,1346,1280,1387
2020-03-06,PI,5,6,8,5,0,10,10,0,519,390,376,313
2020-03-06,PR,20,18,18,17,0,10,10,0,1196,1172,1748,1837
2020-03-06,RJ,52,50,37,42,0,10,10,0,2308,2339,3649,3833
2020-03-06,RN,9,5,6,2,0,10,10,0,298,301,517,476
2020-03-06,RO,1,1,1,2,0,10,10,0,141,150,163,175
2020-03-06,RR,2,2,4,2,0,10,10,0,26,44,57,67
2020-03-06,RS,36,31,23,33,0,10,10,0,1799,1849,2136,2176
2020-03-06,SC,21,19,10,18,0,10,10,0,902,816,1046,1036
2020-03-06,SE,6,8,4,3,0,10,10,0,269,262,279,314
2020-03-06,SP,179,167,122,109,0,10,10,0,7555,7429,11587,11403
2020-03-06,TO,2,4,1,0,0,10,10,0,81,134,88,159
2020-03-07,AC,2,3,1,2,0,10,10,0,67,68,133,141
2020-03-07,AL,7,6,4,4,0,10,10,0,369,380,388,362
2020-03-07,AM,2,0,1,4,0,10,10,0,117,151,215,280
2020-03-07,AP,0,1,0,0,0,10,10,0,44,60,74,52
2020-03-07,BA,20,12,26,18,0,10,10,0,1530,1360,1036,949
2020-03-07,CE,24,26,12,13,0,10,10,0,828,840,1191,1156
2020-03-07,DF,10,7,1,3,0,10,10,0,286,311,525,571
2020-03-07,ES,18,15,8,8,0,10,10,0,455,438,799,780
2020-03-07,GO,13,19,11,17,0,10,10,0,821,896,1023,1074
2020-03-07,MA,4,2,3,4,0,10,10,0,364,357,352,311
2020-03-07,MG,52,51,51,55,0,10,10,0,2858,2928,3366,3423
2020-03-07,MS,4,9,2,5,0,10,10,0,364,399,536,536
2020-03-07,MT,3,3,3,0,0,10,10,0,138,100,129,144
2020-03-07,PA,2,3,5,8,0,10,10,0,323,407,357,334
2020-03-07,PB,14,9,17,13,0,10,10,0,695,650,741,743
2020-03-07,PE,18,29,20,21,0,10,10,0,1262,1367,1298,1416
2020-03-07,PI,5,5,7,6,0,10,10,0,526,396,381,318
2020-03-07,PR,33,32,16,16,0,10,10,0,1212,1188,1781,1869
2020-03-07,RJ,60,60,42,34,0,10,10,0,2350,2373,3709,3893
2020-03-07,RN,8,9,3,2,0,10,10,0,301,303,525,485
2020-03-07,RO,3,2,2,1,0,10,10,0,143,151,166,177
2020-03-07,RR,0,0,0,0,0,10,10,0,26,44,57,67
2020-03-07,RS,26,23,27,27,0,10,10,0,1826,1876,2162,2199
2020-03-07,SC,16,16,11,13,0,10,10,0,913,829,1062,1052
2020-03-07,SE,4,6,2,7,0,10,10,0,271,269,283,320
2020-03-07,SP,203,163,129,123,0,10,10,0,7684,7552,11790,11566
2020-03-07,TO,2,1,1,0,0,10,10,0,82,134,90,160
2020-03-08,AC,2,4,2,5,0,10,11,0,69,73,135,145
2020-03-08,AL,3,11,2,7,0,10,11,0,371,387,391,373
2020-03-08,AM,5,3,1,1,0,10,11,0,118,152,220,283
2020-03-08,AP,1,0,0,0,0,10,11,0,44,60,75,52
2020-03-08,BA,16,18,23,16,0,10,11,0,1553,1376,1052,967
2020-03-08,CE,25,7,23,8,0,10,11,0,851,848,1216,1163
2020-03-08,DF,5,3,6,3,0,10,11,0,292,314,530,574
2020-03-08,ES,10,11,6,8,0,10,11,0,461,446,809,791
2020-03-08,GO,11,20,14,20,0,10,11,0,835,916,1034,1094
2020-03-08,MA,8,6,5,5,0,10,11,0,369,362,360,317
2020-03-08,MG,62,62,47,47,0,10,11,0,2905,2975,3428,3485
2020-03-08,MS,5,10,5,6,0,10,11,0,369,405,541,546
2020-03-08,MT,2,3,2,4,0,10,11,0,140,104,131,147
2020-03-08,PA,8,5,9,7,0,10,11,0,332,414,365,339
2020-03-08,PB,12,10,12,9,0,10,11,0,707,659,753,753
2020-03-08,PE,20,35,21,19,0,10,11,0,1283,1386,1318,1451
2020-03-08,PI,11,5,12,6,0,10,11,0,538,402,392,323
2020-03-08,PR,26,31,24,15,0,10,11,0,1236,1203,1807,1900
2020-03-08,RJ,51,64,43,36,0,10,11,0,2393,2409,3760,3957
2020-03-08,RN,12,8,2,2,0,10,11,0,303,305,537,493
2020-03-08,RO,3,4,0,0,0,10,11,0,143,151,169,181
2020-03-08,RR,1,2,0,0,0,10,11,0,26,44,58,69
2020-03-08,RS,42,37,30,23,0,10,11,0,1856,1899,2204,2236
2020-03-08,SC,15,20,13,14,0,10,11,0,926,843,1077,1072
2020-03-08,SE,2,4,4,5,0,10,11,0,275,274,285,324
2020-03-08,SP,178,176,121,107,0,10,11,0,7805,7659,11968,11742
2020-03-08,TO,0,2,0,2,0,10,11,0,82,136,90,162
2020-03-09,AC,1,3,3,0,0,10,11,0,72,73,136,148
2020-03-09,AL,6,8,5,9,0,10,11,0,376,396,397,381
2020-03-09,AM,1,3,2,2,0,10,11,0,120,154,221,286
2020-03-09,AP,2,0,0,0,0,10,11,0,44,60,77,52
2020-03-09,BA,9,19,11,17,0,10,11,0,1564,1393,1061,986
2020-03-09,CE,24,15,11,12,0,10,11,0,862,860,1240,1178
2020-03-09,DF,1,7,2,4,0,10,11,0,294,318,531,581
2020-03-09,ES,15,20,3,6,0,10,11,0,464,452,824,811
2020-03-09,GO,12,22,13,20,0,10,11,0,848,936,1046,1116
2020-03-09,MA,5,9,2,7,0,10,11,0,371,369,365,326
2020-03-09,MG,50,49,51,55,0,10,11,0,2956,3030,3478,3534
2020-03-09,MS,11,13,4,4,0,10,11,0,373,409,552,559
2020-03-09,MT,3,1,4,2,0,10,11,0,144,106,134,148
2020-03-09,PA,1,3,3,2,0,10,11,0,335,416,366,342
2020-03-09,PB,17,13,16,6,0,10,11,0,723,665,770,766
2020-03-09,PE,11,36,15,25,0,10,11,0,1298,1411,1329,1487
2020-03-09,PI,5,4,9,3,0,10,11,0,547,405,397,327
2020-03-09,PR,23,21,18,17,0,10,11,0,1254,1220,1830,1921
2020-03-09,RJ,52,59,39,43,0,10,11,0,2432,2452,3812,4016
2020-03-09,RN,14,10,4,4,0,10,11,0,307,309,551,503
2020-03-09,RO,1,1,4,2,0,10,11,0,147,153,170,182
2020-03-09,RR,1,0,0,1,0,10,11,0,26,45,59,69
2020-03-09,RS,31,26,27,25,0,10,11,0,1883,1924,2235,2262
2020-03-09,SC,22,8,18,7,0,10,11,0,944,850,1099,1080
2020-03-09,SE,8,6,6,8,0,10,11,0,281,282,293,330
2020-03-09,SP,179,188,126,141,0,10,11,0,7931,7800,12147,11930
2020-03-09,TO,1,2,1,4,0,10,11,0,83,140,91,164
2020-03-10,AC,3,3,0,2,0,11,11,0,72,75,139,151
2020-03-10,AL,4,5,5,9,0,11,11,0,381,405,401,386
2020-03-10,AM,4,5,0,2,0,11,11,0,120,156,225,291
2020-03-10,AP,3,0,1,0,0,11,11,0,45,60,80,52
2020-03-10,BA,11,14,16,18,0,11,11,0,1580,1411,1072,1000
2020-03-10,CE,20,17,13,11,0,11,11,0,875,871,1260,1195
2020-03-10,DF,8,8,5,7,0,11,11,0,299,325,539,589
2020-03-10,ES,13,15,6,7,0,11,11,0,470,459,837,826
2020-03-10,GO,23,12,13,10,0,11,11,0,861,946,1069,1128
2020-03-10,MA,4,8,3,9,0,11,11,0,374,378,369,334
2020-03-10,MG,49,49,42,39,0,11,11,0,2998,3069,3527,3583
2020-03-10,MS,10,13,3,8,0,11,11,0,376,417,562,572
2020-03-10,MT,1,5,2,2,0,11,11,0,146,108,135,153
2020-03-10,PA,5,9,4,9,0,11,11,0,339,425,371,351
2020-03-10,PB,10,11,8,4,0,11,11,0,731,669,780,777
2020-03-10,PE,24,20,23,17,0,11,11,0,1321,1428,1353,1507
2020-03-10,PI,6,2,14,7,0,11,11,0,561,412,403,329
2020-03-10,PR,29,26,23,16,0,11,11,0,1277,1236,1859,1947
2020-03-10,RJ,56,52,33,29,0,11,11,0,2465,2481,3868,4068
2020-03-10,RN,8,9,3,5,0,11,11,0,310,314,559,512
2020-03-10,RO,3,1,1,1,0,11,11,0,148,154,173,183
2020-03-10,RR,3,0,2,0,0,11,11,0,28,45,62,69
2020-03-10,RS,42,41,37,34,0,11,11,0,1920,1958,2277,2303
2020-03-10,SC,13,13,11,11,0,11,11,0,955,861,1112,1093
2020-03-10,SE,6,3,2,3,0,11,11,0,283,285,299,333
2020-03-10,SP,164,190,125,144,0,11,11,0,8056,7944,12311,12120
2020-03-10,TO,0,1,0,0,0,11,11,0,83,140,91,165
2020-03-11,AC,3,2,2,1,0,11,11,0,74,76,142,153
2020-03-11,AL,6,2,7,7,0,11,11,0,388,412,407,388
2020-03-11,AM,3,3,0,3,0,11,11,0,120,159,228,294
2020-03-11,AP,0,0,0,0,0,11,11,0,45,60,80,52
2020-03-11,BA,14,15,26,23,0,11,11,0,1606,1434,1086,1015
2020-03-11,CE,14,15,15,6,0,11,11,0,890,877,1274,1210
2020-03-11,DF,6,5,5,9,0,11,11,0,304,334,545,594
2020-03-11,ES,16,15,9,5,0,11,11,0,479,464,853,841
2020-03-11,GO,12,23,10,16,0,11,11,0,871,962,1081,1151
2020-03-11,MA,8,5,6,6,0,11,11,0,380,384,377,339
2020-03-11,MG,52,57,47,40,0,11,11,0,3045,3109,3579,3640
2020-03-11,MS,11,5,6,5,0,11,11,0,382,422,573,577
2020-03-11,MT,1,2,3,1,0,11,11,0,149,109,136,155
2020-03-11,PA,5,6,6,5,0,11,11,0,345,430,376,357
2020-03-11,PB,14,8,14,12,0,11,11,0,745,681,794,785
2020-03-11,PE,27,24,22,20,0,11,11,0,1343,1448,1380,1531
2020-03-11,PI,8,4,15,2,0,11,11,0,576,414,411,333
2020-03-11,PR,24,27,25,18,0,11,11,0,1302,1254,1883,1974
2020-03-11,RJ,65,54,34,41,0,11,11,0,2499,2522,3933,4122
2020-03-11,RN,8,12,3,4,0,11,11,0,313,318,567,524
2020-03-11,RO,4,1,0,2,0,11,11,0,148,156,177,184
2020-03-11,RR,0,1,0,2,0,11,11,0,28,47,62,70
2020-03-11,RS,33,47,31,36,0,11,11,0,1951,1994,2310,2350
2020-03-11,SC,21,25,15,11,0,11,11,0,970,872,1133,1118
2020-03-11,SE,5,6,3,7,0,11,11,0,286,292,304,339
2020-03-11,SP,162,181,114,110,0,11,11,0,8170,8054,12473,12301
2020-03-11,TO,1,2,1,2,0,11,11,0,84,142,92,167
2020-03-12,AC,3,4,2,0,0,11,11,0,76,76,145,157
2020-03-12,AL,6,4,8,6,0,11,11,0,396,418,413,392
2020-03-12,AM,1,3,0,3,0,11,11,0,120,162,229,297
2020-03-12,AP,0,0,0,0,0,11,11,0,45,60,80,52
2020-03-12,BA,12,11,23,15,0,11,11,0,1629,1449,1098,1026
2020-03-12,CE,17,19,20,8,0,11,11,0,910,885,1291,1229
2020-03-12,DF,13,11,4,8,0,11,11,0,308,342,558,605
2020-03-12,ES,11,9,7,0,0,11,11,0,486,464,864,850
2020-03-12,GO,19,17,13,16,0,11,11,0,884,978,1100,1168
2020-03-12,MA,7,6,6,9,0,11,11,0,386,393,384,345
2020-03-12,MG,53,59,60,66,0,11,11,0,3105,3175,3632,3699
2020-03-12,MS,7,6,6,2,0,11,11,0,388,424,580,583
2020-03-12,MT,2,2,3,1,0,11,11,0,152,110,138,157
2020-03-12,PA,4,9,8,7,0,11,11,0,353,437,380,366
2020-03-12,PB,10,6,7,8,0,11,11,0,752,689,804,791
2020-03-12,PE,21,23,17,24,0,11,11,0,1360,1472,1401,1554
2020-03-12,PI,9,5,15,4,0,11,11,0,591,418,420,338
2020-03-12,PR,36,33,27,19,0,11,11,0,1329,1273,1919,2007
2020-03-12,RJ,59,46,28,28,0,11,11,0,2527,2550,3992,4168
2020-03-12,RN,7,10,3,6,0,11,11,0,316,324,574,534
2020-03-12,RO,5,7,1,7,0,11,11,0,149,163,182,191
2020-03-12,RR,0,1,0,0,0,11,11,0,28,47,62,71
2020-03-12,RS,33,40,28,28,0,11,11,0,1979,2022,2343,2390
2020-03-12,SC,24,17,19,14,0,11,11,0,989,886,1157,1135
2020-03-12,SE,6,7,5,8,0,11,11,0,291,300,310,346
2020-03-12,SP,200,198,149,147,0,11,11,0,8319,8201,12673,12499
2020-03-12,TO,1,2,0,1,0,11,11,0,84,143,93,169
2020-03-13,AC,3,5,2,1,0,11,11,0,78,77,148,162
2020-03-13,AL,5,4,11,3,0,11,11,0,407,421,418,396
2020-03-13,AM,5,6,3,0,0,11,11,0,123,162,234,303
2020-03-13,AP,1,0,1,0,0,11,11,0,46,60,81,52
2020-03-13,BA,15,9,20,15,0,11,11,0,1649,1464,1113,1035
2020-03-13,CE,17,13,17,8,0,11,11,0,927,893,1308,1242
2020-03-13,DF,10,10,4,4,0,11,11,0,312,346,568,615
2020-03-13,ES,11,12,6,5,0,11,11,0,492,469,875,862
2020-03-13,GO,22,18,13,13,0,11,11,0,897,991,1122,1186
2020-03-13,MA,4,5,7,7,0,11,11,0,393,400,388,350
2020-03-13,MG,50,63,42,36,0,11,11,0,3147,3211,3682,3762
2020-03-13,MS,6,10,6,9,0,11,11,0,394,433,586,593
2020-03-13,MT,1,1,5,1,0,11,11,0,157,111,139,158
2020-03-13,PA,5,7,9,4,0,11,11,0,362,441,385,373
2020-03-13,PB,15,6,10,6,0,11,11,0,762,695,819,797
2020-03-13,PE,10,24,16,17,0,11,11,0,1376,1489,1411,1578
2020-03-13,PI,3,3,3,3,0,11,11,0,594,421,423,341
2020-03-13,PR,27,36,19,28,0,11,11,0,1348,1301,1946,2043
2020-03-13,RJ,50,53,39,37,0,11,11,0,2566,2587,4042,4221
2020-03-13,RN,4,11,5,7,0,11,11,0,321,331,578,545
2020-03-13,RO,2,8,3,3,0,11,11,0,152,166,184,199
2020-03-13,RR,1,0,1,0,0,11,11,0,29,47,63,71
